time,seconds_elapsed,z,y,x,a_mag,t_front_video,t_side_video,front_frame,side_frame,label
1764942862520367900,1.749367919921875,1.9021105091467496,-12.131516842645404,1.0819687225103378,12.327302284315342,0.953,0.772,29,23,0
1764942862530298600,1.759298583984375,6.668451342993975,-8.735718804332613,1.6841544253118337,11.11833631756775,0.9629704378159578,0.7819935663474269,29,23,0
1764942862540230000,1.76922998046875,7.022989588052034,-2.0667922450423237,1.8691718238800763,7.55564796991241,0.9729416109872464,0.7919878697559962,29,24,0
1764942862550161000,1.779160888671875,4.897343587502837,-0.0012865326792001,1.67623956053406,5.176268437158269,0.982912293921648,0.8019816817904708,29,24,0
1764942862560091600,1.789091552734375,2.1743663384459913,0.0470014051496982,1.2041897654257714,2.485990968810878,0.9928827317376054,0.8119752481378975,30,24,0
1764942862570023000,1.79902294921875,-0.5975802548326552,0.5581009157508612,0.8829771591253578,1.2034232242502627,1.0028539049088945,0.821969551546467,30,25,0
1764942862579954000,1.808953857421875,-2.7476702301561833,1.6293296330600977,0.0776080307396128,3.1953763085573454,1.012824587843296,0.8319633635809416,30,25,0
1764942862589884700,1.818884765625,-3.913839038614928,2.811629199847579,-0.5477485216278583,4.850095176444197,1.0227952707776973,0.8419571756154158,31,25,0
1764942862599816000,1.82881591796875,-3.710480366061628,3.705133452075719,-0.6424825688112527,5.282846041277909,1.0327661988305423,0.8519512333369378,31,26,0
1764942862609746700,1.83874658203125,-2.5064041440129277,4.215306495481729,-0.4472625963868573,4.924521744708043,1.0427366366465,0.8619447996843648,31,26,0
1764942862619677700,1.848677734375,-1.4300748886942862,4.469738937190175,-0.3647741366619244,4.707094701053441,1.0527075646993451,0.8719388574058866,32,26,0
1764942862629609000,1.85860888671875,-1.1288201977953314,4.431802297505736,-0.2699970175217837,4.581266749775488,1.0626784927521902,0.8819329151274086,32,26,0
1764942862639539700,1.868539794921875,-1.481898599433899,4.1729549619644875,-0.2432926600674167,4.434948465543976,1.0726491756865917,0.8919267271618829,32,27,0
1764942862649470700,1.878470703125,-2.1184110808596013,3.6910359531402586,-0.1749742165248841,4.259345946425491,1.0826198586209932,0.9019205391963574,32,27,0
1764942862659402000,1.888402099609375,-2.474414137773216,2.898360557839274,-0.2593061304257251,3.819745923190012,1.092591031792282,0.9119148426049272,33,27,0
1764942862669332700,1.898332763671875,-2.252561484891176,1.92675658236444,-0.460566679922305,2.999757629801863,1.1025614696082395,0.9219084089523536,33,28,0
1764942862679263700,1.908263671875,-1.5277859058618544,0.8910165270656347,-0.6321089127045124,1.8781911253050667,1.1125321525426408,0.931902220986828,33,28,0
1764942862689195000,1.918195068359375,-0.5344038138210773,-0.1951701054006814,-0.6177765820998699,0.8398373126145462,1.1225033257139296,0.9418965243953976,34,28,0
1764942862699125800,1.928125732421875,0.3334076326154172,-1.2916723801761865,-0.6460466910336167,1.4822127088214152,1.1324737635298874,0.9518900907428244,34,29,0
1764942862709056800,1.938056884765625,0.9844786546170712,-2.290332120358944,-1.0252048519548027,2.695526744704308,1.1424446915827329,0.9618841484643464,34,29,0
1764942862718987800,1.94798779296875,1.898138829036802,-3.10861015895009,-1.287058310509473,3.8630178913999873,1.152415374517134,0.9718779604988208,35,29,0
1764942862728918800,1.957918701171875,3.1085271568417547,-3.512675528243184,-1.246986996883899,4.85353551773743,1.1623860574515354,0.9818717725332952,35,29,0
1764942862738849800,1.967849853515625,3.965874638539552,-3.056515814575553,-1.2359960856616496,5.157338160052393,1.1723569855043805,0.9918658302548172,35,30,0
1764942862748780800,1.97778076171875,3.839052385438978,-2.024383428379893,-1.1187825687099249,4.481977902588657,1.1823276684387818,1.0018596422892916,35,30,0
1764942862758711800,1.9877119140625,2.932121957665682,-1.2035299863427875,-0.7354822664827108,3.2537298239039525,1.1922985964916268,1.0118537000108134,36,30,0
1764942862768642800,1.997642822265625,1.6822236033797262,-0.9479629876464604,-0.3111730044536292,1.9558473141879384,1.2022692794260286,1.021847512045288,36,31,0
1764942862778573800,2.00757373046875,0.2863856230691075,-0.6312403862416743,-0.3536874369150027,0.7781876080706522,1.21223996236043,1.0318413240797626,36,31,0
1764942862788504800,2.0175048828125,-0.9250563054420052,0.0555669889211654,-0.3101289022281766,0.9772393742031844,1.2222108904132751,1.0418353818012844,37,31,0
1764942862798435600,2.027435546875,-1.7409462798528372,0.7838309945881367,-0.1117888067555613,1.9125328009543503,1.2321813282292329,1.051828948148711,37,32,0
