time,seconds_elapsed,z,y,x,a_mag,t_front_video,t_side_video,front_frame,side_frame,label
1764940268333821200,2.5948212890625,-0.2869217757724225,-5.120030060860515,0.6571943271875381,5.170003511915172,1.13,0.931,34,29,0
1764940268343751200,2.604751220703125,-1.6294802935771644,-4.438347189104557,-0.7402993844408542,4.7856216917754955,1.1399167108893908,0.9409252147812768,34,30,0
1764940268353682200,2.61468212890625,-1.126680993809551,-2.730421573713422,-1.116881411263719,3.157853086962374,1.149834397041083,0.9508514056611728,34,30,0
1764940268363613400,2.624613525390625,0.5562997115477919,-1.262821548745036,-0.1029693030219525,1.3837594843063568,1.1597525708239254,0.960778084590378,35,30,0
1764940268373543200,2.634543212890625,1.5072300245672463,-0.024438860207796,-0.1638707117736339,1.5163090763503448,1.1696690378977417,0.9707030553470004,35,31,0
1764940268383474400,2.644474365234375,1.548274713269621,1.4099790261268614,-0.699059100101143,2.207686360718388,1.1795869678650088,0.9806294902515512,35,31,0
1764940268393404200,2.654404052734375,1.3918956724256275,2.644353063544631,-0.9656056849081068,3.1404412152310575,1.1895034349388252,0.9905544610081736,36,31,0
1764940268403335200,2.664335205078125,1.3837411536730826,3.2875925151377916,-1.0312029963910578,3.71300198568819,1.1994213649060923,1.0004808959127245,36,32,0
1764940268413265200,2.67426513671875,1.3184206863701342,3.383910032120347,-1.0223434711743145,3.772832673838872,1.2093380757954837,1.0104061106940014,36,32,0
1764940268423196200,2.684196044921875,1.0150720919318497,3.054475248658657,-1.0316763860564675,3.380021680704696,1.2192557619471758,1.0203323015738974,37,32,0
1764940268433126100,2.694126220703125,0.4915718033105135,2.332542199578881,-1.0176099398463965,2.591896205541499,1.229172716652142,1.0302577603798289,37,33,0
1764940268443057200,2.70405712890625,-0.0243280933097004,1.5651865389734505,-0.8372934855107218,1.7752355164277407,1.239090402803834,1.0401839512597248,37,33,0
1764940268452987100,2.713987060546875,-0.4871487261712551,0.8809738564789295,-0.3933173999812454,1.080799423731175,1.2490071136932257,1.050109166041002,37,33,0
1764940268462918100,2.723918212890625,-0.7191758593261242,0.1428308463543653,0.1788974543832242,0.7547309894873612,1.2589250436604926,1.0600356009455527,38,33,0
1764940268472849200,2.73384912109375,-0.6541381544873118,-0.5729039326071739,0.8258008353114128,1.199192503626444,1.2688427298121847,1.0699617918254485,38,34,0
1764940268482779400,2.743779296875,-0.4324386463403701,-1.2783376823067665,1.4919548601545392,2.0117354989145264,1.2787596845171514,1.0798872506313806,38,34,0
1764940268492710100,2.753710205078125,-0.1862421180576086,-1.8283230961412191,1.8038081019572911,2.575106820912244,1.2886773706688432,1.0898134415112763,39,34,0
1764940268502640000,2.76364013671875,-0.0344315541729331,-2.103942702785134,1.420577723161131,2.538858305630159,1.2985940815582349,1.0997386562925535,39,35,0
1764940268512571100,2.773571044921875,0.1210679273575544,-2.0807669943809506,0.6874854205548763,2.1947402879191205,1.3085117677099267,1.1096648471724495,39,35,0
1764940268522501000,2.783501220703125,0.4167589927799999,-1.5831021348923444,0.3123579764544963,1.6665737106466207,1.3184287224148932,1.119590305978381,40,35,0
1764940268532432100,2.79343212890625,0.6172735279485583,-0.9976841731488704,0.2808019046526402,1.2063374433857037,1.328346408566585,1.129516496858277,40,36,0
1764940268542362000,2.803362060546875,0.6046300272136926,-0.4072773170769214,-0.1020295379538089,0.7361129732784728,1.3382631194559764,1.139441711639554,40,36,0
1764940268552293000,2.813293212890625,0.4836132455214857,0.2211895127981901,-0.7221176849316805,0.8968057329805689,1.3481810494232438,1.1493681465441048,40,36,0
1764940268562223000,2.82322314453125,0.3001569587901234,0.5722954453200102,-1.1772601843807846,1.3429660525763276,1.3580977603126352,1.159293361325382,41,37,0
1764940268572154000,2.833154052734375,0.1328460434347391,0.7721575079292059,-1.5294862800389528,1.7184887457109226,1.3680154464643273,1.169219552205278,41,37,0
1764940268582084000,2.843083984375,0.0096212303042411,0.793886524656415,-1.784053454042971,1.9527404100356665,1.3779321573537189,1.1791447669865551,41,37,0
1764940268592015400,2.853015380859375,-0.1719423745483159,0.7113619707047939,-1.6872288643211126,1.8391142634781104,1.3878503311365606,1.18907144591576,42,38,0
1764940268601946000,2.862946044921875,-0.2893050176471471,0.6597574556738138,-1.3110948735266923,1.495976958693206,1.397767773472678,1.1989973927710016,42,38,0
1764940268611876400,2.87287646484375,-0.4025532111644744,0.5284393524587154,-0.858357827784121,1.0853918175313886,1.4076849719932194,1.208923095601588,42,38,0
1764940268621807000,2.88280712890625,-0.5237807129979133,0.2952764932721853,-0.4890784521248191,0.7750691421547695,1.4176024143293362,1.218849042456829,43,38,0
1764940268631737300,2.8927373046875,-0.5937713640689849,-0.0234568634331226,-0.25221871118173,0.6455454557973714,1.4275193690343029,1.228774501262761,43,39,0
1764940268641668000,2.902668212890625,-0.5778833284549415,-0.2780629081428051,-0.0580433159068226,0.6439232475322312,1.4374370551859947,1.2387006921426569,43,39,0
1764940268651598300,2.912598388671875,-0.410502708864212,-0.3755547296017408,0.0789064365196973,0.5619431062263596,1.4473540098909614,1.248626150948589,43,39,0
1764940268661529000,2.922529052734375,-0.2300622628226876,-0.4562772025674581,0.0516696161564439,0.5136022581644621,1.4572714522270782,1.2585520978038298,44,40,0
1764940268671459000,2.932458984375,-0.1143535244107246,-0.4703109886169433,-0.1083016039606183,0.4959822496616622,1.4671881631164698,1.2684773125851072,44,40,0
1764940268681390000,2.94239013671875,-0.0238705588005483,-0.2680027018994093,-0.1347042385220527,0.3008994577573049,1.477106093083737,1.2784037474896577,44,40,0
1764940268691320000,2.952320068359375,0.0579642593212425,0.0092518124699592,-0.1558314899638295,0.1665199827557841,1.487022803973128,1.2883289622709346,45,41,0
1764940268701251300,2.962251220703125,0.0452415558703243,0.1982569655001163,-0.3228238408893346,0.3815335568379594,1.496940733940395,1.298255397175485,45,41,0
1764940268711181000,2.97218115234375,0.0058960723012685,0.32242227435112,-0.4959296331938356,0.5915548053613485,1.506857444829787,1.3081806119567625,45,41,0
1764940268721112300,2.9821123046875,-0.0007432195827364,0.3506885838925838,-0.5802781146369874,0.6780160216208689,1.5167753747970538,1.318107046861313,46,42,0
1764940268731043000,2.99204296875,-0.0010769815817475,0.2790513346582651,-0.5422586189746856,0.6098485198114527,1.5266928171331706,1.3280329937165545,46,42,0
1764940268740973300,3.001973388671875,0.0049511926665902,0.2023322521150112,-0.4283935356680303,0.4737972941637701,1.5366100156537126,1.3379586965471408,46,42,0
1764940268750904000,3.011904052734375,0.0105051735319197,0.1144675061792135,-0.2926057396929711,0.3143744384378201,1.5465274579898294,1.347884643402382,46,43,0
1764940268760834300,3.021834228515625,-0.0395731548450887,0.0876227538734674,-0.1743150950290262,0.1990716803961378,1.556444412694796,1.357810102208314,47,43,0
1764940268770765000,3.03176513671875,-0.0937787922851741,0.0561935963869094,-0.0945039647545665,0.1445101432830687,1.566362098846488,1.36773629308821,47,43,0
1764940268780695300,3.0416953125,-0.1358428871631622,0.087670100146532,-0.0248093740206211,0.1635690725406904,1.5762790535514544,1.3776617518941414,47,44,0
1764940268790626000,3.0516259765625,-0.1430021112680435,0.1474725346803665,-0.0309942732006311,0.2077459922198384,1.586196495887571,1.3875876987493825,48,44,0
1764940268800556300,3.061556396484375,-0.1263958443820476,0.1635030475050211,-0.1114130870446562,0.2347808169022761,1.596113694408113,1.3975134015799693,48,44,0
1764940268810487000,3.071487060546875,-0.0609913520574569,0.1881634415090084,-0.1552529594235122,0.2514535884732397,1.6060311367442297,1.4074393484352103,48,44,0
1764940268820417300,3.081417236328125,0.0456523286283016,0.2435579964727163,-0.2207536786641925,0.3318686779416878,1.6159480914491964,1.4173648072411424,48,45,0
1764940268830348300,3.091348388671875,0.1225385844320058,0.230824187105894,-0.3018629589904099,0.3992702794325448,1.6258660214164635,1.4272912421456931,49,45,0
1764940268840279000,3.101279052734375,0.177231420867145,0.2045996125251054,-0.3374019629485905,0.4325645184126552,1.6357834637525803,1.437217189000934,49,45,0
1764940268850209300,3.111209228515625,0.1888106533713638,0.1440185948342084,-0.3153554047048091,0.3947655630384635,1.645700418457547,1.447142647806866,49,46,0
1764940268860140000,3.12114013671875,0.1766989214256405,0.1062193177938461,-0.2966897941362112,0.3612892002955003,1.655618104609239,1.4570688386867618,50,46,0
1764940268870070300,3.1310703125,0.1299498836018145,0.0692225893080234,-0.3232735574182123,0.3552246219569508,1.665535059314205,1.4669942974926935,50,46,0
1764940268880001000,3.1410009765625,0.0834920838095247,0.0222334591180086,-0.3166511436037719,0.3282273625229704,1.6754525016503226,1.476920244347935,50,47,0
1764940268889931300,3.15093115234375,-0.0050140287697315,0.0038321255087852,-0.3087902009703219,0.3088546808544603,1.6853694563552888,1.4868457031538669,51,47,0
1764940268899862000,3.160862060546875,-0.0638818128019571,-0.0040717794835567,-0.2609308638170361,0.2686677894488501,1.6952871425069809,1.4967718940337624,51,47,0
1764940268909792300,3.170792236328125,-0.1165796760275959,-0.0332832609206438,-0.224359228875488,0.2550209009116987,1.7052040972119475,1.5066973528396943,51,48,0
1764940268919723000,3.180722900390625,-0.0729053694739937,-0.0489577999144792,-0.1572224328655749,0.1800859585497323,1.7151215395480643,1.5166232996949356,51,48,0
1764940268929653200,3.1906533203125,0.091552056146413,-0.0116769937902688,-0.062068187508732,0.111223158870952,1.725038738068606,1.526549002525522,52,48,0
1764940268939584300,3.200584228515625,0.0755669898986816,0.0085299279361963,0.0789529790751636,0.1096207212975146,1.7349564242202982,1.5364751934054182,52,49,0
1764940268949514200,3.21051416015625,0.0160392806529998,0.0599924041479825,0.0237521931178867,0.0664869442614859,1.744873135109689,1.5464004081866949,52,49,0
1764940268959445200,3.2204453125,0.0249697522141039,0.0753542239308357,-0.1144924944899976,0.1393207769300559,1.7547910650769565,1.5563268430912456,53,49,0
1764940268969376000,3.2303759765625,-0.0102431615948677,0.0523380900025367,-0.2284912141136825,0.2346325487900536,1.7647085074130735,1.566252789946487,53,49,0
1764940268979306200,3.24030615234375,0.0078398998454213,0.0422778837591409,-0.2315392765726894,0.2354980256404329,1.7746254621180395,1.5761782487524187,53,50,0
1764940268989237000,3.250237060546875,0.0864507874846458,0.0181961664259433,-0.2684472307965159,0.2826106064032875,1.7845431482697318,1.5861044396323147,54,50,0
