time,seconds_elapsed,z,y,x,a_mag,t_front_video,t_side_video,front_frame,side_frame
1764941883512971500,3.771971435546875,-3.3486838204383846,-8.19617821214497,0.3076369392819702,8.859213345490474,1.17,1.662,35,50
1764941883522902800,3.78190283203125,-4.963207514032721,-4.9091269642770285,0.5871051841780544,7.005544152742983,1.1799064022038737,1.6719269103314645,35,50
1764941883532833500,3.79183349609375,-2.36638031790331,-1.5363520741552117,0.5185734266784042,2.8686324099783462,1.1898120738291535,1.6818530885718992,36,50
1764941883542764500,3.8017646484375,0.6910211934655904,-0.2282984680205583,0.5426144466750323,0.907778011443103,1.1997182325068292,1.6917797548730205,36,51
1764941883552696800,3.81169677734375,2.1343718894489108,0.6494540883243084,0.4335631203256547,2.2727320463744487,1.2096253652892963,1.7017073972955143,36,51
1764941883562627600,3.821627685546875,2.5698937426269053,1.529849268132448,0.1456540140163153,2.994329261019465,1.2195312804407745,1.7116338195662928,37,51
1764941883572558600,3.83155859375,2.5091525659382343,2.309135020506382,-0.0953158473930321,3.4113100493575317,1.2294371955922525,1.7215602418370708,37,52
1764941883582489900,3.84148974609375,2.028316237784177,2.9455431647747754,-0.2065059941357001,3.5823087557641276,1.2393433542699281,1.731486908138192,37,52
1764941883592421600,3.851421630859375,1.1363918020933863,3.208520731988549,-0.1641497844433412,3.407775926788348,1.2492502435261978,1.7414143065303431,37,52
1764941883602352600,3.8613525390625,0.0060902796991169,3.0456267562925814,-0.1246205966041423,3.048181379650833,1.2591561586776756,1.7513407288011211,38,53
1764941883612283600,3.87128369140625,-0.8601695533812046,2.780515684181452,-0.3391292981978506,2.9302163420879412,1.2690623173553515,1.7612673951022424,38,53
1764941883622215700,3.881215576171875,-1.1755175054319202,2.5763819356024262,-0.6914998438280076,2.9150913052063303,1.278969206611621,1.7711947934943935,38,53
1764941883632146700,3.891146728515625,-0.8727106166549027,2.5881179661035536,-0.6620255467362701,2.8103836484404816,1.2888753652892968,1.7811214597955147,39,53
1764941883642077700,3.90107763671875,-0.1161117662549018,2.690744812363386,-0.4769821369439363,2.735160241464275,1.2987812804407746,1.7910478820662927,39,54
1764941883652008400,3.911008544921875,0.7028605382107198,2.5646488277107475,-0.3338769306275993,2.680095212946227,1.3086871955922523,1.8009743043370707,39,54
1764941883661940500,3.9209404296875,1.282161624509096,2.1963550290226936,-0.1636789885938167,2.5484710428380732,1.318594084848522,1.8109017027292218,40,54
1764941883671871700,3.930871826171875,1.4589765735298394,1.569808938077092,0.008551336050406,2.1431252575441886,1.3285004870523955,1.8208286130606863,40,55
1764941883681802800,3.940802734375,1.1613719295710323,0.7596376335740089,0.1233555542375426,1.3932159509202853,1.3384064022038735,1.8307550353314643,40,55
1764941883691733500,3.9507333984375,0.5455738810025155,-0.0080219784140586,0.1495863758960273,0.5657661138876472,1.3483120738291534,1.840681213571899,40,55
1764941883701665500,3.96066552734375,-0.1839946313917636,-0.6495844367057084,0.1279902830997947,0.6871648109145498,1.3582192066116208,1.8506088559943934,41,56
